Dist_Name,State_Name,DFSI,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,fatality_rate,injury_rate,risk_score,risk_tier
Bejai_Urban_55,KARNATAKA,23.33,8,4,1365256,9.7,12.21,0.64,11.57,0.585971,0.292985,29.72,Medium
Ullal_Beach_55,KARNATAKA,41.12,223,97,79104,18.2,37.04,2.95,34.09,281.907362,122.623382,100.0,Very High
Kulshekar_Ridge_55,KARNATAKA,9.8,2,7,99821,3.2,0.64,0.13,0.51,2.003586,7.012552,14.63,Low
Patna_Central_55,BIHAR,23.36,27,30,828821,8.8,16.83,1.87,14.96,3.257639,3.619599,39.91,Medium
Begusarai_East_55,BIHAR,18.82,37,26,3748140,5.5,12.44,0.81,11.63,0.987156,0.693677,24.54,Low
Arwal_Basin_55,BIHAR,14.6,9,29,1918826,3.5,9.61,1.69,7.92,0.469037,1.511341,16.81,Low
Vaishali_Valley_55,BIHAR,25.2,17,7,1899769,10.9,12.89,0.67,12.22,0.894846,0.368466,32.92,Medium
Samastipur_Plain_55,BIHAR,22.28,36,20,2394554,10.2,8.72,1.97,6.75,1.503411,0.835229,26.77,Medium
Mangaluru_Coastal_56,KARNATAKA,51.78,278,99,738148,27.5,34.81,4.74,30.07,37.661824,13.411944,100.0,Very High
Jeppu_Lowlands_56,KARNATAKA,29.25,133,16,180148,11.2,27.05,2.66,24.39,73.828186,8.881586,83.17,Very High
Kadri_Hills_56,KARNATAKA,11.08,2,1,380912,1.6,7.19,0.35,6.84,0.525056,0.262528,11.76,Low
Bunder_Port_56,KARNATAKA,30.89,230,142,468395,11.0,30.82,2.92,27.9,49.103855,30.316293,89.98,Very High
Bejai_Urban_56,KARNATAKA,24.06,41,8,3087551,11.8,6.91,0.83,6.08,1.327913,0.259105,27.59,Medium
Ullal_Beach_56,KARNATAKA,30.48,206,140,225639,13.7,22.2,2.52,19.68,91.296274,62.046012,84.17,Very High
Kulshekar_Ridge_56,KARNATAKA,11.27,3,3,401309,1.8,6.7,0.06,6.64,0.747554,0.747554,12.61,Low
Patna_Central_56,BIHAR,16.29,25,23,1331257,6.1,6.91,2.12,4.79,1.877924,1.72769,19.66,Low
Begusarai_East_56,BIHAR,20.36,33,5,4480053,8.1,8.93,1.47,7.46,0.736598,0.111606,22.52,Low
Arwal_Basin_56,BIHAR,17.2,45,23,3166981,5.8,8.95,2.06,6.89,1.420912,0.726244,20.11,Low
Vaishali_Valley_56,BIHAR,21.61,43,34,1535408,6.6,17.8,1.38,16.42,2.800559,2.214395,36.42,Medium
Samastipur_Plain_56,BIHAR,22.81,41,17,5966901,9.0,12.47,1.95,10.52,0.687124,0.284905,27.59,Medium
Mangaluru_Coastal_57,KARNATAKA,27.94,27,85,651726,12.3,19.21,3.0,16.21,4.142845,13.042291,55.36,High
Jeppu_Lowlands_57,KARNATAKA,31.45,96,81,141407,13.5,28.03,4.72,23.31,67.889143,57.281464,88.22,Very High
Kadri_Hills_57,KARNATAKA,11.84,0,2,251144,3.4,4.12,0.27,3.85,0.0,0.796356,10.36,Low
Bunder_Port_57,KARNATAKA,37.92,359,66,715887,18.2,26.86,3.52,23.34,50.147579,9.219332,92.68,Very High
Bejai_Urban_57,KARNATAKA,19.78,20,13,4598535,4.6,17.37,0.89,16.48,0.434921,0.282699,27.69,Medium
Ullal_Beach_57,KARNATAKA,49.3,86,29,566169,27.5,28.87,4.67,24.2,15.189811,5.122146,100.0,Very High
Kulshekar_Ridge_57,KARNATAKA,10.19,3,4,673676,2.5,1.56,0.35,1.21,0.445318,0.593757,6.48,Low
Patna_Central_57,BIHAR,22.62,23,32,3700450,10.4,7.38,0.94,6.44,0.621546,0.86476,25.14,Medium
Begusarai_East_57,BIHAR,16.5,15,32,2398917,4.3,12.43,2.44,9.99,0.625282,1.333935,20.63,Low
Arwal_Basin_57,BIHAR,20.52,32,29,4181890,6.0,16.62,2.38,14.24,0.765204,0.693466,28.02,Medium
Vaishali_Valley_57,BIHAR,18.2,32,21,4814366,3.2,17.85,1.18,16.67,0.664677,0.436195,26.35,Medium
Samastipur_Plain_57,BIHAR,23.91,46,20,4901913,9.8,12.66,1.54,11.12,0.938409,0.408004,30.06,Medium
Mangaluru_Coastal_58,KARNATAKA,35.27,287,62,321075,18.2,22.11,4.38,17.73,89.387215,19.31013,88.58,Very High
Jeppu_Lowlands_58,KARNATAKA,29.89,278,63,143751,15.2,19.08,4.8,14.28,193.389959,43.825782,79.94,Very High
Kadri_Hills_58,KARNATAKA,8.98,3,8,510489,0.5,4.92,0.4,4.52,0.587672,1.567125,8.49,Low
Bunder_Port_58,KARNATAKA,39.06,300,107,451324,17.7,31.16,2.89,28.27,66.471094,23.708024,100.0,Very High
Bejai_Urban_58,KARNATAKA,18.78,22,30,3957521,4.5,15.76,1.3,14.46,0.555904,0.75805,25.71,Medium
Ullal_Beach_58,KARNATAKA,36.6,157,112,480980,14.1,35.46,2.61,32.85,32.64169,23.285792,100.0,Very High
Kulshekar_Ridge_58,KARNATAKA,10.1,0,3,275998,1.5,5.2,0.11,5.09,0.0,1.086964,9.23,Low
Patna_Central_58,BIHAR,13.31,35,16,3287976,3.2,7.09,2.18,4.91,1.064485,0.486622,13.0,Low
Begusarai_East_58,BIHAR,23.71,9,8,5441064,10.0,11.05,1.17,9.88,0.165409,0.14703,27.27,Medium
Arwal_Basin_58,BIHAR,23.26,12,39,2615226,10.2,9.94,0.85,9.09,0.458851,1.491267,28.23,Medium
Vaishali_Valley_58,BIHAR,19.36,22,21,2588618,8.0,7.74,1.8,5.94,0.849874,0.811244,21.31,Low
Samastipur_Plain_58,BIHAR,15.12,38,8,5145287,3.6,10.04,2.36,7.68,0.73854,0.155482,16.07,Low
Mangaluru_Coastal_59,KARNATAKA,35.31,163,119,459048,15.3,29.3,3.21,26.09,35.508269,25.923215,94.26,Very High
Jeppu_Lowlands_59,KARNATAKA,39.77,287,10,360961,14.8,43.2,4.17,39.03,79.509975,2.770382,100.0,Very High
Kadri_Hills_59,KARNATAKA,10.33,4,2,182482,2.7,2.72,0.14,2.58,2.191997,1.095999,11.97,Low
Bunder_Port_59,KARNATAKA,41.28,283,56,268931,16.1,42.65,3.38,39.27,105.231453,20.823185,100.0,Very High
Bejai_Urban_59,KARNATAKA,22.51,47,19,2129753,8.6,14.18,1.93,12.25,2.206829,0.892122,32.29,Medium
Ullal_Beach_59,KARNATAKA,32.76,298,133,520441,15.6,21.84,3.2,18.64,57.259132,25.55525,85.77,Very High
Kulshekar_Ridge_59,KARNATAKA,13.81,1,3,566249,3.8,6.76,0.2,6.56,0.176601,0.529802,14.31,Low
Patna_Central_59,BIHAR,15.42,13,31,5763269,4.5,6.2,0.62,5.58,0.225566,0.537889,14.28,Low
Begusarai_East_59,BIHAR,24.13,4,24,850679,11.2,10.83,1.18,9.65,0.470213,2.821276,31.48,Medium
Arwal_Basin_59,BIHAR,24.16,41,10,1604381,8.8,16.76,0.62,16.14,2.555503,0.623293,37.67,Medium
Vaishali_Valley_59,BIHAR,22.74,16,35,770146,11.5,6.49,1.09,5.4,2.077528,4.544593,31.11,Medium
Samastipur_Plain_59,BIHAR,20.83,13,23,4972089,6.2,16.13,1.93,14.2,0.26146,0.462582,27.18,Medium
Mangaluru_Coastal_60,KARNATAKA,37.95,103,70,686275,14.9,36.66,3.28,33.38,15.008561,10.199993,97.58,Very High
Jeppu_Lowlands_60,KARNATAKA,48.7,130,120,306909,25.5,34.3,4.85,29.45,42.357832,39.099538,100.0,Very High
Kadri_Hills_60,KARNATAKA,10.65,0,4,484709,1.0,7.62,0.36,7.26,0.0,0.825237,10.87,Low
Bunder_Port_60,KARNATAKA,50.0,126,112,507927,26.2,32.76,2.79,29.97,24.806714,22.050413,100.0,Very High
Bejai_Urban_60,KARNATAKA,17.07,36,22,2983502,4.0,12.56,0.53,12.03,1.206636,0.737388,23.2,Low
Ullal_Beach_60,KARNATAKA,40.26,194,65,246486,20.1,29.09,4.25,24.84,78.706296,26.370666,99.96,Very High
Kulshekar_Ridge_60,KARNATAKA,9.1,4,5,488377,0.9,3.98,0.31,3.67,0.819039,1.023799,8.05,Low
Patna_Central_60,BIHAR,23.93,31,11,4055912,9.3,15.19,2.29,12.9,0.764316,0.271209,31.02,Medium
Begusarai_East_60,BIHAR,25.99,9,28,4974843,10.1,16.35,0.95,15.4,0.18091,0.562832,34.41,Medium
Arwal_Basin_60,BIHAR,21.08,48,34,5419161,10.0,5.41,2.09,3.32,0.885746,0.627403,21.08,Low
Vaishali_Valley_60,BIHAR,21.24,41,37,2505534,7.1,14.0,0.61,13.39,1.636378,1.476731,30.84,Medium
Samastipur_Plain_60,BIHAR,20.62,43,21,3459470,9.2,6.79,1.65,5.14,1.242965,0.607029,22.69,Low
Mangaluru_Coastal_61,KARNATAKA,36.41,22,21,307598,16.3,30.89,4.55,26.34,7.152192,6.827093,74.39,Very High
Jeppu_Lowlands_61,KARNATAKA,43.59,92,10,274000,25.0,22.21,3.89,18.32,33.576642,3.649635,92.4,Very High
Kadri_Hills_61,KARNATAKA,11.01,4,0,101602,3.3,3.36,0.15,3.21,3.93693,0.0,15.89,Low
Bunder_Port_61,KARNATAKA,37.11,72,53,566750,12.1,43.18,3.26,39.92,12.704014,9.351566,96.4,Very High
Bejai_Urban_61,KARNATAKA,17.92,21,6,4104886,7.3,5.42,1.56,3.86,0.511585,0.146167,16.62,Low
Ullal_Beach_61,KARNATAKA,37.89,263,18,409349,16.0,34.72,4.14,30.58,64.248355,4.397226,94.21,Very High
Kulshekar_Ridge_61,KARNATAKA,9.17,2,2,623117,0.9,3.63,0.08,3.55,0.320967,0.320967,6.44,Low
Patna_Central_61,BIHAR,20.9,49,24,3210864,9.1,8.01,1.8,6.21,1.526069,0.747462,24.45,Low
Begusarai_East_61,BIHAR,27.56,36,32,2659932,11.7,16.69,1.38,15.31,1.353418,1.203038,39.32,Medium
Arwal_Basin_61,BIHAR,22.33,49,15,622019,8.9,13.79,1.33,12.46,7.877573,2.411502,44.41,Medium
Vaishali_Valley_61,BIHAR,15.97,17,4,3627022,3.3,12.23,1.08,11.15,0.468704,0.110283,19.26,Low
Samastipur_Plain_61,BIHAR,23.38,4,8,5714636,9.4,11.74,0.94,10.8,0.069996,0.139991,27.3,Medium
Mangaluru_Coastal_62,KARNATAKA,45.58,85,112,216298,25.1,26.45,3.16,23.29,39.297636,51.780414,100.0,Very High
Jeppu_Lowlands_62,KARNATAKA,34.11,300,118,730546,15.1,26.55,3.45,23.1,41.065176,16.152303,90.37,Very High
Kadri_Hills_62,KARNATAKA,9.79,4,5,187878,1.0,6.68,0.38,6.3,2.129041,2.661301,15.02,Low
Bunder_Port_62,KARNATAKA,36.47,20,36,295927,16.8,29.65,4.61,25.04,6.758424,12.165162,77.15,Very High
Bejai_Urban_62,KARNATAKA,19.78,38,10,1259401,7.6,11.29,2.19,9.1,3.017307,0.794028,28.39,Medium
Ullal_Beach_62,KARNATAKA,45.83,120,143,229651,20.1,41.88,3.04,38.84,52.253202,62.268399,100.0,Very High
Kulshekar_Ridge_62,KARNATAKA,9.03,2,4,397776,1.3,2.93,0.36,2.57,0.502796,1.005591,6.74,Low
Patna_Central_62,BIHAR,16.24,23,11,5530613,4.2,10.73,2.14,8.59,0.415867,0.198893,17.52,Low
Begusarai_East_62,BIHAR,19.03,24,14,5989612,8.4,5.34,2.48,2.86,0.400694,0.233738,16.94,Low
Arwal_Basin_62,BIHAR,16.23,11,19,2843136,4.8,8.96,1.36,7.6,0.386897,0.668276,17.55,Low
Vaishali_Valley_62,BIHAR,20.0,31,25,2220444,7.9,8.99,0.95,8.04,1.396117,1.125901,24.91,Low
Samastipur_Plain_62,BIHAR,19.83,11,14,797883,7.0,12.35,0.76,11.59,1.378648,1.754643,28.29,Medium
Mangaluru_Coastal_63,KARNATAKA,31.1,39,82,518697,11.8,28.61,2.71,25.9,7.51884,15.808844,72.31,Very High
Jeppu_Lowlands_63,KARNATAKA,30.46,99,139,703667,14.2,20.07,3.34,16.73,14.069155,19.753662,76.7,Very High
Kadri_Hills_63,KARNATAKA,13.76,1,1,518928,3.7,7.01,0.15,6.86,0.192705,0.192705,14.28,Low
Bunder_Port_63,KARNATAKA,29.22,201,94,406645,10.2,29.34,3.03,26.31,49.428863,23.115986,86.87,Very High
Bejai_Urban_63,KARNATAKA,14.12,13,13,2069720,3.4,8.98,2.07,6.91,0.628104,0.628104,15.03,Low
Ullal_Beach_63,KARNATAKA,35.35,297,83,267203,15.0,32.69,4.93,27.76,111.151447,31.062525,95.81,Very High
Kulshekar_Ridge_63,KARNATAKA,8.8,3,0,72766,2.3,1.49,0.39,1.1,4.122805,0.0,12.19,Low
Patna_Central_63,BIHAR,23.0,6,26,5133662,10.4,7.94,0.95,6.99,0.116876,0.506461,24.6,Low
Begusarai_East_63,BIHAR,19.35,24,16,4107323,5.6,13.14,0.6,12.54,0.584322,0.389548,24.81,Low
Arwal_Basin_63,BIHAR,24.96,30,3,2712809,9.8,16.32,1.83,14.49,1.105865,0.110586,34.17,Medium
Vaishali_Valley_63,BIHAR,16.27,43,21,569518,4.5,11.89,1.29,10.6,7.550244,3.687329,36.01,Medium
Samastipur_Plain_63,BIHAR,23.34,26,6,3699039,7.9,16.84,1.09,15.75,0.702885,0.162204,32.14,Medium
Mangaluru_Coastal_64,KARNATAKA,43.52,370,34,569214,22.2,29.03,3.4,25.63,65.001915,5.973149,98.83,Very High
Jeppu_Lowlands_64,KARNATAKA,38.15,388,104,318572,14.4,39.68,3.34,36.34,121.793504,32.645681,100.0,Very High
Kadri_Hills_64,KARNATAKA,8.66,2,2,468565,0.9,2.84,0.2,2.64,0.426835,0.426835,5.63,Low
Bunder_Port_64,KARNATAKA,49.84,23,36,709221,24.9,36.15,3.1,33.05,3.242995,5.075992,86.91,Very High
Bejai_Urban_64,KARNATAKA,19.57,12,37,1065635,8.9,5.59,0.71,4.88,1.126089,3.472108,24.01,Low
Ullal_Beach_64,KARNATAKA,36.1,151,110,590841,10.5,44.72,2.59,42.13,25.556791,18.61753,100.0,Very High
Kulshekar_Ridge_64,KARNATAKA,9.39,2,8,640198,1.7,1.77,0.1,1.67,0.312403,1.249613,6.12,Low
Patna_Central_64,BIHAR,19.03,3,10,5752948,7.2,8.76,2.23,6.53,0.052147,0.173824,18.87,Low
Begusarai_East_64,BIHAR,21.5,40,31,1387099,8.8,11.51,1.83,9.68,2.883716,2.23488,31.79,Medium
Arwal_Basin_64,BIHAR,19.99,48,12,4827552,8.4,6.29,0.76,5.53,0.994293,0.248573,21.22,Low
Vaishali_Valley_64,BIHAR,17.47,48,28,5122942,4.8,11.4,1.44,9.96,0.936962,0.546561,21.28,Low
Samastipur_Plain_64,BIHAR,18.13,27,11,2423782,3.9,16.25,1.01,15.24,1.113962,0.453836,26.51,Medium
Mangaluru_Coastal_65,KARNATAKA,38.11,209,31,674151,12.4,44.02,2.73,41.29,31.001957,4.598376,100.0,Very High
Jeppu_Lowlands_65,KARNATAKA,31.11,196,34,55216,10.1,38.68,4.86,33.82,354.969574,61.576355,95.73,Very High
Kadri_Hills_65,KARNATAKA,8.9,1,7,228069,2.1,0.64,0.11,0.53,0.438464,3.069247,7.03,Low
Bunder_Port_65,KARNATAKA,36.8,260,26,422688,13.9,38.17,4.06,34.11,61.511091,6.151109,96.7,Very High
Bejai_Urban_65,KARNATAKA,20.52,35,32,4424152,9.6,5.58,2.2,3.38,0.791112,0.723302,20.46,Low
Ullal_Beach_65,KARNATAKA,30.54,360,14,94745,12.3,29.11,3.99,25.12,379.967281,14.776505,88.59,Very High
Kulshekar_Ridge_65,KARNATAKA,11.47,1,0,279455,2.2,6.82,0.41,6.41,0.357839,0.0,11.64,Low
Patna_Central_65,BIHAR,16.79,32,14,4675282,5.7,7.27,1.6,5.67,0.684451,0.299447,16.83,Low
Begusarai_East_65,BIHAR,20.36,11,14,1444740,7.5,12.33,1.65,10.68,0.761383,0.969032,26.21,Medium
Arwal_Basin_65,BIHAR,21.76,7,36,2787319,6.7,16.92,1.18,15.74,0.251137,1.291564,30.42,Medium
Vaishali_Valley_65,BIHAR,23.24,37,25,5736396,9.3,11.83,1.09,10.74,0.645004,0.435814,28.35,Medium
Samastipur_Plain_65,BIHAR,26.39,4,23,5850495,11.5,13.84,1.85,11.99,0.06837,0.393129,32.08,Medium
Mangaluru_Coastal_66,KARNATAKA,44.92,163,108,622111,26.6,20.21,4.39,15.82,26.201112,17.360246,98.88,Very High
Jeppu_Lowlands_66,KARNATAKA,39.98,351,91,422706,23.1,18.44,3.98,14.46,83.036437,21.527965,92.0,Very High
Kadri_Hills_66,KARNATAKA,10.75,3,1,256621,3.4,1.21,0.11,1.1,1.169039,0.38968,8.84,Low
Bunder_Port_66,KARNATAKA,44.86,393,83,670532,23.1,28.85,2.76,26.09,58.610178,12.378231,100.0,Very High
Bejai_Urban_66,KARNATAKA,20.4,20,23,2969930,6.2,14.26,0.5,13.76,0.673417,0.774429,27.64,Medium
Ullal_Beach_66,KARNATAKA,46.42,215,33,429919,20.2,43.86,4.63,39.23,50.00942,7.675865,100.0,Very High
Kulshekar_Ridge_66,KARNATAKA,11.05,4,8,449925,2.8,3.38,0.42,2.96,0.889037,1.778074,10.77,Low
Patna_Central_66,BIHAR,15.82,12,39,5773671,3.9,9.09,0.69,8.4,0.20784,0.67548,16.84,Low
Begusarai_East_66,BIHAR,15.38,17,35,4829454,3.8,10.26,2.45,7.81,0.352007,0.72472,16.29,Low
Arwal_Basin_66,BIHAR,20.17,48,1,3477299,5.9,15.56,1.67,13.89,1.380382,0.028758,28.03,Medium
Vaishali_Valley_66,BIHAR,23.1,49,33,2046064,8.3,16.17,1.48,14.69,2.394842,1.612853,35.68,Medium
Samastipur_Plain_66,BIHAR,22.84,46,20,1464795,9.2,12.52,0.76,11.76,3.140371,1.365379,34.66,Medium
Mangaluru_Coastal_67,KARNATAKA,49.73,187,145,272520,27.9,29.5,4.51,24.99,68.618817,53.207104,100.0,Very High
Jeppu_Lowlands_67,KARNATAKA,37.45,379,90,545740,18.0,25.68,2.56,23.12,69.446989,16.49137,94.74,Very High
Kadri_Hills_67,KARNATAKA,11.81,2,9,553066,3.9,1.44,0.14,1.3,0.36162,1.627292,9.36,Low
Bunder_Port_67,KARNATAKA,46.89,254,43,531818,21.7,38.83,3.19,35.64,47.7607,8.085473,100.0,Very High
Bejai_Urban_67,KARNATAKA,17.91,27,27,4209362,5.1,12.08,1.67,10.41,0.641427,0.641427,21.81,Low
Ullal_Beach_67,KARNATAKA,35.65,386,117,362341,17.2,25.34,3.81,21.53,106.529485,32.290025,91.64,Very High
Kulshekar_Ridge_67,KARNATAKA,12.55,3,5,523241,2.4,7.83,0.12,7.71,0.57335,0.955583,14.65,Low
Patna_Central_67,BIHAR,21.2,26,12,5040334,7.2,13.33,1.23,12.1,0.515839,0.238079,26.44,Medium
Begusarai_East_67,BIHAR,24.18,38,24,2932665,11.5,9.38,2.04,7.34,1.29575,0.818368,29.05,Medium
Arwal_Basin_67,BIHAR,24.07,5,11,1700847,9.3,14.96,0.61,14.35,0.293971,0.646737,32.22,Medium
Vaishali_Valley_67,BIHAR,19.27,42,23,4601599,6.7,10.9,2.01,8.89,0.912726,0.499826,22.76,Low
Samastipur_Plain_67,BIHAR,26.45,27,25,4590284,11.7,12.6,0.74,11.86,0.588199,0.544629,33.28,Medium
Mangaluru_Coastal_68,KARNATAKA,28.11,49,34,147573,13.0,20.07,3.67,16.4,33.203906,23.039445,79.18,Very High
Jeppu_Lowlands_68,KARNATAKA,35.85,107,83,191899,16.4,30.2,4.99,25.21,55.758498,43.251919,94.85,Very High
Kadri_Hills_68,KARNATAKA,11.29,3,9,172018,2.7,5.1,0.05,5.05,1.744004,5.232011,17.43,Low
Bunder_Port_68,KARNATAKA,47.89,224,78,301439,21.7,43.39,4.53,38.86,74.310225,25.875882,100.0,Very High
Bejai_Urban_68,KARNATAKA,16.75,28,33,4166569,4.0,11.83,1.02,10.81,0.672016,0.792019,20.82,Low
Ullal_Beach_68,KARNATAKA,32.77,146,8,534080,10.7,36.24,2.91,33.33,27.336729,1.497903,87.24,Very High
Kulshekar_Ridge_68,KARNATAKA,8.84,4,7,555584,0.8,3.23,0.07,3.16,0.719963,1.259935,7.3,Low
Patna_Central_68,BIHAR,22.41,33,14,1691890,9.1,11.89,1.09,10.8,1.950481,0.827477,30.78,Medium
Begusarai_East_68,BIHAR,14.67,32,4,1406395,4.4,6.87,1.09,5.78,2.275321,0.284415,17.86,Low
Arwal_Basin_68,BIHAR,26.12,40,4,5305028,9.8,17.21,0.66,16.55,0.754002,0.0754,35.98,Medium
Vaishali_Valley_68,BIHAR,25.99,37,18,966589,11.2,15.29,1.13,14.16,3.827894,1.862219,42.17,Medium
Samastipur_Plain_68,BIHAR,18.63,27,23,1924473,4.1,17.23,1.05,16.18,1.402981,1.195132,29.05,Medium
Mangaluru_Coastal_69,KARNATAKA,32.02,100,23,45209,10.7,37.5,2.94,34.56,221.194895,50.874826,97.52,Very High
Jeppu_Lowlands_69,KARNATAKA,48.46,47,16,248785,22.1,43.27,3.95,39.32,18.891814,6.431256,100.0,Very High
Kadri_Hills_69,KARNATAKA,11.91,3,6,441013,3.6,3.06,0.33,2.73,0.680252,1.360504,10.99,Low
Bunder_Port_69,KARNATAKA,35.47,194,121,590428,17.9,21.57,3.2,18.37,32.85752,20.493608,88.89,Very High
Bejai_Urban_69,KARNATAKA,25.98,45,38,5759435,11.1,12.79,0.61,12.18,0.781327,0.659787,33.2,Medium
Ullal_Beach_69,KARNATAKA,36.46,25,72,143844,13.5,40.56,4.76,35.8,17.379939,50.054225,100.0,Very High
Kulshekar_Ridge_69,KARNATAKA,9.06,1,5,511761,0.7,4.28,0.17,4.11,0.195404,0.977019,7.12,Low
Patna_Central_69,BIHAR,20.12,17,31,5965513,6.7,12.78,2.07,10.71,0.284971,0.519654,23.83,Low
Begusarai_East_69,BIHAR,14.42,10,22,921773,3.1,10.4,0.83,9.57,1.084866,2.386705,20.0,Low
Arwal_Basin_69,BIHAR,19.64,11,39,4766399,5.6,15.24,2.15,13.09,0.230782,0.818228,25.18,Medium
Vaishali_Valley_69,BIHAR,17.0,20,10,3769497,4.5,10.74,0.66,10.08,0.530575,0.265287,20.01,Low
Samastipur_Plain_69,BIHAR,20.26,39,13,5319291,6.5,12.77,0.99,11.78,0.73318,0.244393,25.4,Medium
Mangaluru_Coastal_70,KARNATAKA,45.89,354,136,137628,25.1,28.34,3.71,24.63,257.215102,98.817101,100.0,Very High
Jeppu_Lowlands_70,KARNATAKA,36.93,347,13,82674,20.3,19.92,2.66,17.26,419.720831,15.724412,91.16,Very High
Kadri_Hills_70,KARNATAKA,10.63,1,8,93051,3.7,1.35,0.17,1.18,1.074679,8.597436,15.78,Low
Bunder_Port_70,KARNATAKA,35.3,222,114,84439,15.9,30.18,3.81,26.37,262.911688,135.008705,95.49,Very High
Bejai_Urban_70,KARNATAKA,15.12,18,26,5453799,4.5,6.0,1.09,4.91,0.330045,0.476732,13.62,Low
Ullal_Beach_70,KARNATAKA,26.21,148,29,70063,11.1,22.48,4.2,18.28,211.238457,41.391319,78.59,Very High
Kulshekar_Ridge_70,KARNATAKA,9.13,3,8,354557,0.8,4.66,0.22,4.44,0.846126,2.256337,9.86,Low
Patna_Central_70,BIHAR,19.86,41,32,3628411,7.4,10.34,1.78,8.56,1.129971,0.881929,24.11,Low
Begusarai_East_70,BIHAR,23.18,49,3,2937587,11.9,5.29,1.66,3.63,1.668036,0.102125,25.29,Medium
Arwal_Basin_70,BIHAR,19.76,31,13,4820153,5.8,14.47,1.7,12.77,0.643133,0.269701,25.4,Medium
Vaishali_Valley_70,BIHAR,18.65,11,12,5922616,4.9,13.03,0.6,12.43,0.185729,0.202613,22.76,Low
Samastipur_Plain_70,BIHAR,22.65,20,35,2515726,8.8,13.16,1.37,11.79,0.794999,1.391248,29.89,Medium
Mangaluru_Coastal_71,KARNATAKA,37.22,247,55,210521,14.0,40.43,4.69,35.74,117.327963,26.12566,100.0,Very High
Jeppu_Lowlands_71,KARNATAKA,43.24,362,37,358903,23.2,27.02,4.5,22.52,100.862907,10.309192,100.0,Very High
Kadri_Hills_71,KARNATAKA,8.1,4,9,436178,1.1,1.01,0.28,0.73,0.917057,2.063378,5.83,Low
Bunder_Port_71,KARNATAKA,39.8,347,130,45730,19.9,29.23,2.85,26.38,758.801662,284.27728,100.0,Very High
Bejai_Urban_71,KARNATAKA,18.92,36,8,845430,8.7,5.77,1.64,4.13,4.258188,0.946264,26.43,Medium
Ullal_Beach_71,KARNATAKA,39.19,99,69,234795,17.8,33.44,4.33,29.11,42.164441,29.387338,100.0,Very High
Kulshekar_Ridge_71,KARNATAKA,11.41,4,1,594629,2.2,5.52,0.21,5.31,0.672688,0.168172,11.02,Low
Patna_Central_71,BIHAR,16.99,25,7,4952664,5.0,9.1,0.9,8.2,0.504779,0.141338,18.36,Low
Begusarai_East_71,BIHAR,20.25,46,31,4433233,6.0,14.09,0.59,13.5,1.037617,0.699264,27.63,Medium
Arwal_Basin_71,BIHAR,20.61,24,20,2403124,7.4,12.93,1.97,10.96,0.9987,0.83225,26.72,Medium
Vaishali_Valley_71,BIHAR,18.63,42,6,5356436,4.6,14.02,0.62,13.4,0.784103,0.112015,24.48,Low
Samastipur_Plain_71,BIHAR,16.53,3,3,2517528,5.9,6.19,0.99,5.2,0.119165,0.119165,15.4,Low
Mangaluru_Coastal_72,KARNATAKA,25.5,255,120,438838,10.6,19.64,3.93,15.71,58.108003,27.344943,74.75,Very High
Jeppu_Lowlands_72,KARNATAKA,41.42,167,130,636860,21.6,24.85,2.81,22.04,26.222404,20.41265,98.85,Very High
Kadri_Hills_72,KARNATAKA,12.02,0,5,183704,3.3,5.2,0.19,5.01,0.0,2.72177,13.14,Low
Bunder_Port_72,KARNATAKA,31.99,250,108,591752,14.8,22.88,3.93,18.95,42.247428,18.250889,84.94,Very High
Bejai_Urban_72,KARNATAKA,21.29,22,6,3778262,8.3,10.67,1.27,9.4,0.582278,0.158803,24.91,Low
Ullal_Beach_72,KARNATAKA,48.55,258,22,177263,23.9,37.52,2.94,34.58,145.546448,12.410937,100.0,Very High
Kulshekar_Ridge_72,KARNATAKA,10.81,3,7,389115,2.6,3.2,0.06,3.14,0.77098,1.798954,10.49,Low
Patna_Central_72,BIHAR,17.21,16,35,4398888,5.4,8.82,1.12,7.7,0.363728,0.795656,18.63,Low
Begusarai_East_72,BIHAR,20.77,19,2,3782808,8.1,10.96,2.27,8.69,0.502272,0.052871,23.52,Low
Arwal_Basin_72,BIHAR,18.36,42,8,928556,4.9,14.57,0.54,14.03,4.523152,0.861553,33.02,Medium
Vaishali_Valley_72,BIHAR,14.18,12,35,2187023,4.2,5.74,1.14,4.6,0.548691,1.600349,14.09,Low
Samastipur_Plain_72,BIHAR,22.79,13,37,4279044,7.5,16.17,0.78,15.39,0.303806,0.864679,30.96,Medium
Mangaluru_Coastal_73,KARNATAKA,35.01,260,60,266377,19.2,19.09,4.78,14.31,97.606025,22.524467,85.97,Very High
Jeppu_Lowlands_73,KARNATAKA,48.74,165,93,286331,21.6,44.37,3.02,41.35,57.625615,32.479892,100.0,Very High
Kadri_Hills_73,KARNATAKA,8.42,1,8,171870,1.0,3.45,0.48,2.97,0.581835,4.654681,9.84,Low
Bunder_Port_73,KARNATAKA,46.63,209,103,305228,23.1,35.06,3.57,31.49,68.473403,33.745266,100.0,Very High
Bejai_Urban_73,KARNATAKA,20.3,20,16,3452053,6.6,13.27,1.13,12.14,0.579365,0.463492,25.88,Medium
